"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","20","0.0-0.0","CKN_124","124","","","","","","","","","","","","","","","","","","",""
"preload","1","1078","0.0-1.0","CKN_124","124","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","3860","0.0-2.0","CKN_124","124","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","14627","0.0-3.0","CKN_124","124","","","","","","10751","","0","","","","","","","","","","",""
"html-button-response","4","19764","0.0-4.0","CKN_124","124","","","","","","5123","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","23052","0.0-5.0-0.0","CKN_124","124","","","","","","3278","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","23267","0.0-5.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","23791","0.0-6.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","26112","0.0-7.0","CKN_124","124","","","","","","2312","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","28571","0.0-8.0-0.0","CKN_124","124","","","","","","2448","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","28800","0.0-8.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
"html-button-response","11","29325","0.0-9.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","iti",""
"html-button-response","12","33454","0.0-10.0","CKN_124","124","","","","","","4117","","0","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","trigger",""
"html-button-response","13","38258","0.0-11.0-0.0","CKN_124","124","","","","","","4795","<button class=""jspsych-btn""><img src=""stimuli/diamond.png"" style=""width: 200px;height: 200px;""></button>","1","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","response","1"
"html-audio-button-response","14","38463","0.0-11.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","audio_feedback","1"
"html-button-response","15","38981","0.0-12.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","iti",""
"html-button-response","16","41074","0.0-13.0","CKN_124","124","","","","","","2074","","0","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","trigger",""
"html-button-response","17","45034","0.0-14.0-0.0","CKN_124","124","","","","","","3945","<button class=""jspsych-btn""><img src=""stimuli/pentagram.png"" style=""width: 200px;height: 200px;""></button>","0","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","response","1"
"html-audio-button-response","18","45260","0.0-14.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","audio_feedback","1"
"html-button-response","19","45772","0.0-15.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","iti",""
"html-button-response","20","50890","0.0-16.0","CKN_124","124","","","","","","5102","","0","","","","","","","","","","",""
"html-button-response","21","52855","0.0-17.0","CKN_124","124","","","","","","1957","","0","blue","orange","[""blue"",""orange"",""high nameability""]","left-right","[""blue"",""orange"",""high nameability""]","1","high nameability","1","left","trigger",""
"html-button-response","22","54769","0.0-18.0-0.0","CKN_124","124","","","","","","1898","<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>","0","blue","orange","[""blue"",""orange"",""high nameability""]","left-right","[""blue"",""orange"",""high nameability""]","1","high nameability","1","left","response","1"
"html-audio-button-response","23","54975","0.0-18.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","blue","orange","[""blue"",""orange"",""high nameability""]","left-right","[""blue"",""orange"",""high nameability""]","1","high nameability","1","left","audio_feedback","1"
"html-button-response","24","55504","0.0-19.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","blue","orange","[""blue"",""orange"",""high nameability""]","left-right","[""blue"",""orange"",""high nameability""]","1","high nameability","1","left","iti",""
"html-button-response","25","57211","0.0-20.0","CKN_124","124","","","","","","1685","","0","brown","yellow","[""brown"",""yellow"",""high nameability""]","right-left","[""yellow"",""brown""]","1","high nameability","2","right","trigger",""
"html-button-response","26","66824","0.0-21.0-0.0","CKN_124","124","","","","","","9606","<button class=""jspsych-btn""><img src=""stimuli/brown.png"" style=""width: 200px;height: 200px;""></button>","1","brown","yellow","[""brown"",""yellow"",""high nameability""]","right-left","[""yellow"",""brown""]","1","high nameability","2","right","response","1"
"html-audio-button-response","27","67031","0.0-21.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","brown","yellow","[""brown"",""yellow"",""high nameability""]","right-left","[""yellow"",""brown""]","1","high nameability","2","right","audio_feedback","1"
"html-button-response","28","67548","0.0-22.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","brown","yellow","[""brown"",""yellow"",""high nameability""]","right-left","[""yellow"",""brown""]","1","high nameability","2","right","iti",""
"html-button-response","29","71112","0.0-23.0","CKN_124","124","","","","","","3540","","0","darkgreenblue","turquoise","[""darkgreenblue"",""turquoise"",""low nameability""]","left-right","[""darkgreenblue"",""turquoise"",""low nameability""]","1","low nameability","3","left","trigger",""
"html-button-response","30","73615","0.0-24.0-0.0","CKN_124","124","","","","","","2487","<button class=""jspsych-btn""><img src=""stimuli/darkgreenblue.png"" style=""width: 200px;height: 200px;""></button>","0","darkgreenblue","turquoise","[""darkgreenblue"",""turquoise"",""low nameability""]","left-right","[""darkgreenblue"",""turquoise"",""low nameability""]","1","low nameability","3","left","response","1"
"html-audio-button-response","31","73824","0.0-24.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","darkgreenblue","turquoise","[""darkgreenblue"",""turquoise"",""low nameability""]","left-right","[""darkgreenblue"",""turquoise"",""low nameability""]","1","low nameability","3","left","audio_feedback","1"
"html-button-response","32","74340","0.0-25.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","darkgreenblue","turquoise","[""darkgreenblue"",""turquoise"",""low nameability""]","left-right","[""darkgreenblue"",""turquoise"",""low nameability""]","1","low nameability","3","left","iti",""
"html-button-response","33","81503","0.0-26.0","CKN_124","124","","","","","","7154","","0","brown","blue","[""brown"",""blue"",""high nameability""]","right-left","[""blue"",""brown""]","1","high nameability","4","right","trigger",""
"html-button-response","34","83207","0.0-27.0-0.0","CKN_124","124","","","","","","1698","<button class=""jspsych-btn""><img src=""stimuli/brown.png"" style=""width: 200px;height: 200px;""></button>","1","brown","blue","[""brown"",""blue"",""high nameability""]","right-left","[""blue"",""brown""]","1","high nameability","4","right","response","1"
"html-audio-button-response","35","83405","0.0-27.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","brown","blue","[""brown"",""blue"",""high nameability""]","right-left","[""blue"",""brown""]","1","high nameability","4","right","audio_feedback","1"
"html-button-response","36","83926","0.0-28.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","brown","blue","[""brown"",""blue"",""high nameability""]","right-left","[""blue"",""brown""]","1","high nameability","4","right","iti",""
"html-button-response","37","87482","0.0-29.0","CKN_124","124","","","","","","3532","","0","blue","purple","[""blue"",""purple"",""high nameability""]","left-right","[""blue"",""purple"",""high nameability""]","1","high nameability","5","left","trigger",""
"html-button-response","38","89033","0.0-30.0-0.0","CKN_124","124","","","","","","1543","<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>","0","blue","purple","[""blue"",""purple"",""high nameability""]","left-right","[""blue"",""purple"",""high nameability""]","1","high nameability","5","left","response","1"
"html-audio-button-response","39","89246","0.0-30.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","blue","purple","[""blue"",""purple"",""high nameability""]","left-right","[""blue"",""purple"",""high nameability""]","1","high nameability","5","left","audio_feedback","1"
"html-button-response","40","89761","0.0-31.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","blue","purple","[""blue"",""purple"",""high nameability""]","left-right","[""blue"",""purple"",""high nameability""]","1","high nameability","5","left","iti",""
"html-button-response","41","92075","0.0-32.0","CKN_124","124","","","","","","2305","","0","lightred","turquoise","[""lightred"",""turquoise"",""low nameability""]","left-right","[""lightred"",""turquoise"",""low nameability""]","1","low nameability","6","left","trigger",""
"html-button-response","42","94880","0.0-33.0-0.0","CKN_124","124","","","","","","2797","<button class=""jspsych-btn""><img src=""stimuli/lightred.png"" style=""width: 200px;height: 200px;""></button>","0","lightred","turquoise","[""lightred"",""turquoise"",""low nameability""]","left-right","[""lightred"",""turquoise"",""low nameability""]","1","low nameability","6","left","response","1"
"html-audio-button-response","43","95086","0.0-33.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","lightred","turquoise","[""lightred"",""turquoise"",""low nameability""]","left-right","[""lightred"",""turquoise"",""low nameability""]","1","low nameability","6","left","audio_feedback","1"
"html-button-response","44","95597","0.0-34.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","lightred","turquoise","[""lightred"",""turquoise"",""low nameability""]","left-right","[""lightred"",""turquoise"",""low nameability""]","1","low nameability","6","left","iti",""
"html-button-response","45","99955","0.0-35.0","CKN_124","124","","","","","","4344","","0","orange","blue","[""orange"",""blue"",""high nameability""]","left-right","[""orange"",""blue"",""high nameability""]","1","high nameability","7","left","trigger",""
"html-button-response","46","101291","0.0-36.0-0.0","CKN_124","124","","","","","","1329","<button class=""jspsych-btn""><img src=""stimuli/orange.png"" style=""width: 200px;height: 200px;""></button>","0","orange","blue","[""orange"",""blue"",""high nameability""]","left-right","[""orange"",""blue"",""high nameability""]","1","high nameability","7","left","response","1"
"html-audio-button-response","47","101502","0.0-36.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","orange","blue","[""orange"",""blue"",""high nameability""]","left-right","[""orange"",""blue"",""high nameability""]","1","high nameability","7","left","audio_feedback","1"
"html-button-response","48","102023","0.0-37.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","orange","blue","[""orange"",""blue"",""high nameability""]","left-right","[""orange"",""blue"",""high nameability""]","1","high nameability","7","left","iti",""
"html-button-response","49","105361","0.0-38.0","CKN_124","124","","","","","","3311","","0","neonyellow","turquoise","[""neonyellow"",""turquoise"",""low nameability""]","left-right","[""neonyellow"",""turquoise"",""low nameability""]","1","low nameability","8","left","trigger",""
"html-button-response","50","106990","0.0-39.0-0.0","CKN_124","124","","","","","","1623","<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>","0","neonyellow","turquoise","[""neonyellow"",""turquoise"",""low nameability""]","left-right","[""neonyellow"",""turquoise"",""low nameability""]","1","low nameability","8","left","response","1"
"html-audio-button-response","51","107207","0.0-39.0-1.0","CKN_124","124","","","","","","null","stimuli/bleep.m4a","null","neonyellow","turquoise","[""neonyellow"",""turquoise"",""low nameability""]","left-right","[""neonyellow"",""turquoise"",""low nameability""]","1","low nameability","8","left","audio_feedback","1"
"html-button-response","52","107742","0.0-40.0","CKN_124","124","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","neonyellow","turquoise","[""neonyellow"",""turquoise"",""low nameability""]","left-right","[""neonyellow"",""turquoise"",""low nameability""]","1","low nameability","8","left","iti",""
"html-button-response","53","109182","0.0-41.0","CKN_124","124","","","","","","1427","","0","neonyellow","darkgreenblue","[""neonyellow"",""darkgreenblue"",""low nameability""]","right-left","[""darkgreenblue"",""neonyellow""]","1","low nameability","9","right","trigger",""
"html-button-response","54","110486","0.0-42.0-0.0","CKN_124","124","","","","","","1290","<button class=""jspsych-btn""><img src=""stimuli/neonyellow.png"" style=""width: 200px;height: 200px;""></button>","1","neonyellow","darkgreenblue","[""neonyellow"",""darkgreenblue"",""low nameability""]","right-left","[""darkgreenblue"",""neonyellow""]","1","low nameability","9","right","response","1"
