"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","21","0.0-0.0","CKN_114","114","","","","","","","","","","","","","","","","","","",""
"preload","1","1469","0.0-1.0","CKN_114","114","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","4934","0.0-2.0","CKN_114","114","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","18956","0.0-3.0","CKN_114","114","","","","","","14003","","0","","","","","","","","","","",""
"html-button-response","4","22418","0.0-4.0","CKN_114","114","","","","","","3443","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","31536","0.0-5.0-0.0","CKN_114","114","","","","","","9106","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","31749","0.0-5.0-1.0","CKN_114","114","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","32274","0.0-6.0","CKN_114","114","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","36379","0.0-7.0","CKN_114","114","","","","","","4083","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","45588","0.0-8.0-0.0","CKN_114","114","","","","","","9200","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","45797","0.0-8.0-1.0","CKN_114","114","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
"html-button-response","11","46326","0.0-9.0","CKN_114","114","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","iti",""
"html-button-response","12","48380","0.0-10.0","CKN_114","114","","","","","","2031","","0","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","trigger",""
"html-button-response","13","51714","0.0-11.0-0.0","CKN_114","114","","","","","","3314","<button class=""jspsych-btn""><img src=""stimuli/diamond.png"" style=""width: 200px;height: 200px;""></button>","1","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","response","1"
"html-audio-button-response","14","51940","0.0-11.0-1.0","CKN_114","114","","","","","","null","stimuli/bleep.m4a","null","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","audio_feedback","1"
