"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","21","0.0-0.0","CKN_126","126","","","","","","","","","","","","","","","","","","",""
"preload","1","965","0.0-1.0","CKN_126","126","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","2791","0.0-2.0","CKN_126","126","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","17944","0.0-3.0","CKN_126","126","","","","","","15135","","0","","","","","","","","","","",""
"html-button-response","4","21754","0.0-4.0","CKN_126","126","","","","","","3797","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","24831","0.0-5.0-0.0","CKN_126","126","","","","","","3066","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","25038","0.0-5.0-1.0","CKN_126","126","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","25560","0.0-6.0","CKN_126","126","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","27638","0.0-7.0","CKN_126","126","","","","","","2070","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","32583","0.0-8.0-0.0","CKN_126","126","","","","","","4934","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","32795","0.0-8.0-1.0","CKN_126","126","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
"html-button-response","11","33306","0.0-9.0","CKN_126","126","","","","","","50","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","iti",""
"html-button-response","12","36002","0.0-10.0","CKN_126","126","","","","","","2687","","0","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","trigger",""
