"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","23","0.0-0.0","CAN_139","139","","","","","","","","","","","","","","","","","","",""
"preload","1","749","0.0-1.0","CAN_139","139","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","98205","0.0-2.0","CAN_139","139","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","127048","0.0-3.0","CAN_139","139","","","","","","28820","","0","","","","","","","","","","",""
"html-button-response","4","129073","0.0-4.0","CAN_139","139","","","","","","2013","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","132458","0.0-5.0-0.0","CAN_139","139","","","","","","3373","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","132670","0.0-5.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","133202","0.0-6.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","135247","0.0-7.0","CAN_139","139","","","","","","2025","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","136342","0.0-8.0-0.0","CAN_139","139","","","","","","1087","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","136552","0.0-8.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
"html-button-response","11","137073","0.0-9.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","iti",""
"html-button-response","12","137858","0.0-10.0","CAN_139","139","","","","","","763","","0","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","trigger",""
"html-button-response","13","138720","0.0-11.0-0.0","CAN_139","139","","","","","","854","<button class=""jspsych-btn""><img src=""stimuli/diamond.png"" style=""width: 200px;height: 200px;""></button>","1","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","response","1"
"html-audio-button-response","14","138930","0.0-11.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","audio_feedback","1"
"html-button-response","15","139453","0.0-12.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","iti",""
"html-button-response","16","140112","0.0-13.0","CAN_139","139","","","","","","641","","0","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","trigger",""
"html-button-response","17","140987","0.0-14.0-0.0","CAN_139","139","","","","","","864","<button class=""jspsych-btn""><img src=""stimuli/pentagram.png"" style=""width: 200px;height: 200px;""></button>","0","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","response","1"
"html-audio-button-response","18","141193","0.0-14.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","audio_feedback","1"
"html-button-response","19","141719","0.0-15.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","pentagram","star","[""pentagram"",""star""]","left-right","[""pentagram"",""star""]","1","practice","1","left","iti",""
"html-button-response","20","146373","0.0-16.0","CAN_139","139","","","","","","4644","","0","","","","","","","","","","",""
"html-button-response","21","147172","0.0-17.0","CAN_139","139","","","","","","793","","0","darkgreenblue","neonyellow","[""darkgreenblue"",""neonyellow"",""low nameability""]","right-left","[""neonyellow"",""darkgreenblue""]","1","low nameability","1","right","trigger",""
"html-button-response","22","147979","0.0-18.0-0.0","CAN_139","139","","","","","","797","<button class=""jspsych-btn""><img src=""stimuli/darkgreenblue.png"" style=""width: 200px;height: 200px;""></button>","1","darkgreenblue","neonyellow","[""darkgreenblue"",""neonyellow"",""low nameability""]","right-left","[""neonyellow"",""darkgreenblue""]","1","low nameability","1","right","response","1"
"html-audio-button-response","23","148185","0.0-18.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","darkgreenblue","neonyellow","[""darkgreenblue"",""neonyellow"",""low nameability""]","right-left","[""neonyellow"",""darkgreenblue""]","1","low nameability","1","right","audio_feedback","1"
"html-button-response","24","148704","0.0-19.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","darkgreenblue","neonyellow","[""darkgreenblue"",""neonyellow"",""low nameability""]","right-left","[""neonyellow"",""darkgreenblue""]","1","low nameability","1","right","iti",""
"html-button-response","25","149402","0.0-20.0","CAN_139","139","","","","","","675","","0","purple","orange","[""purple"",""orange"",""high nameability""]","right-left","[""orange"",""purple""]","1","high nameability","2","right","trigger",""
"html-button-response","26","150103","0.0-21.0-0.0","CAN_139","139","","","","","","690","<button class=""jspsych-btn""><img src=""stimuli/purple.png"" style=""width: 200px;height: 200px;""></button>","1","purple","orange","[""purple"",""orange"",""high nameability""]","right-left","[""orange"",""purple""]","1","high nameability","2","right","response","1"
"html-audio-button-response","27","150309","0.0-21.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","purple","orange","[""purple"",""orange"",""high nameability""]","right-left","[""orange"",""purple""]","1","high nameability","2","right","audio_feedback","1"
"html-button-response","28","150832","0.0-22.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","purple","orange","[""purple"",""orange"",""high nameability""]","right-left","[""orange"",""purple""]","1","high nameability","2","right","iti",""
"html-button-response","29","151380","0.0-23.0","CAN_139","139","","","","","","531","","0","purple","blue","[""purple"",""blue"",""high nameability""]","right-left","[""blue"",""purple""]","1","high nameability","3","right","trigger",""
"html-button-response","30","152047","0.0-24.0-0.0","CAN_139","139","","","","","","660","<button class=""jspsych-btn""><img src=""stimuli/purple.png"" style=""width: 200px;height: 200px;""></button>","1","purple","blue","[""purple"",""blue"",""high nameability""]","right-left","[""blue"",""purple""]","1","high nameability","3","right","response","1"
"html-audio-button-response","31","152253","0.0-24.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","purple","blue","[""purple"",""blue"",""high nameability""]","right-left","[""blue"",""purple""]","1","high nameability","3","right","audio_feedback","1"
"html-button-response","32","152778","0.0-25.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","purple","blue","[""purple"",""blue"",""high nameability""]","right-left","[""blue"",""purple""]","1","high nameability","3","right","iti",""
"html-button-response","33","153324","0.0-26.0","CAN_139","139","","","","","","528","","0","blue","brown","[""blue"",""brown"",""high nameability""]","left-right","[""blue"",""brown"",""high nameability""]","1","high nameability","4","left","trigger",""
"html-button-response","34","153979","0.0-27.0-0.0","CAN_139","139","","","","","","647","<button class=""jspsych-btn""><img src=""stimuli/blue.png"" style=""width: 200px;height: 200px;""></button>","0","blue","brown","[""blue"",""brown"",""high nameability""]","left-right","[""blue"",""brown"",""high nameability""]","1","high nameability","4","left","response","1"
"html-audio-button-response","35","154184","0.0-27.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","blue","brown","[""blue"",""brown"",""high nameability""]","left-right","[""blue"",""brown"",""high nameability""]","1","high nameability","4","left","audio_feedback","1"
"html-button-response","36","154701","0.0-28.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","blue","brown","[""blue"",""brown"",""high nameability""]","left-right","[""blue"",""brown"",""high nameability""]","1","high nameability","4","left","iti",""
"html-button-response","37","155312","0.0-29.0","CAN_139","139","","","","","","586","","0","red","orange","[""red"",""orange"",""high nameability""]","right-left","[""orange"",""red""]","1","high nameability","5","right","trigger",""
"html-button-response","38","155957","0.0-30.0-0.0","CAN_139","139","","","","","","637","<button class=""jspsych-btn""><img src=""stimuli/red.png"" style=""width: 200px;height: 200px;""></button>","1","red","orange","[""red"",""orange"",""high nameability""]","right-left","[""orange"",""red""]","1","high nameability","5","right","response","1"
"html-audio-button-response","39","156161","0.0-30.0-1.0","CAN_139","139","","","","","","null","stimuli/bleep.m4a","null","red","orange","[""red"",""orange"",""high nameability""]","right-left","[""orange"",""red""]","1","high nameability","5","right","audio_feedback","1"
"html-button-response","40","156683","0.0-31.0","CAN_139","139","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","red","orange","[""red"",""orange"",""high nameability""]","right-left","[""orange"",""red""]","1","high nameability","5","right","iti",""
"html-button-response","41","157304","0.0-32.0","CAN_139","139","","","","","","603","","0","yellow","purple","[""yellow"",""purple"",""high nameability""]","right-left","[""purple"",""yellow""]","1","high nameability","6","right","trigger",""
