"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","23","0.0-0.0","CKN_108","108","","","","","","","","","","","","","","","","","","",""
"preload","1","616","0.0-1.0","CKN_108","108","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","2639","0.0-2.0","CKN_108","108","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","24785","0.0-3.0","CKN_108","108","","","","","","22117","","0","","","","","","","","","","",""
"html-button-response","4","30191","0.0-4.0","CKN_108","108","","","","","","5396","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","57366","0.0-5.0-0.0","CKN_108","108","","","","","","27155","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","57586","0.0-5.0-1.0","CKN_108","108","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","58105","0.0-6.0","CKN_108","108","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","60784","0.0-7.0","CKN_108","108","","","","","","2658","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","70593","0.0-8.0-0.0","CKN_108","108","","","","","","9794","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","70798","0.0-8.0-1.0","CKN_108","108","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
